Date,Open,High,Low,Close,d/d % change,,,
10/5/18,"26,632.77","26,676.16","26,301.81","26,447.05",-0.68%,,,
10/4/18,"26,784.08","26,793.82","26,471.61","26,627.48",-0.75%,,,
10/3/18,"26,833.47","26,951.81","26,789.08","26,828.39",0.20%,,,
10/2/18,"26,648.91","26,824.78","26,627.66","26,773.94",0.46%,,,
10/1/18,"26,598.36","26,737.98","26,596.05","26,651.21",0.73%,,,
9/28/18,"26,407.66","26,515.76","26,383.57","26,458.31",0.07%,,,
9/27/18,"26,418.27","26,557.01","26,379.95","26,439.93",0.21%,,,
9/26/18,"26,536.86","26,606.09","26,349.34","26,385.28",-0.40%,,,
9/25/18,"26,601.58","26,634.85","26,475.58","26,492.21",-0.26%,,,
9/24/18,"26,705.25","26,709.94","26,548.68","26,562.05",-0.68%,,,
9/21/18,"26,726.25","26,769.16","26,680.37","26,743.50",0.32%,,,
9/20/18,"26,519.39","26,697.49","26,519.39","26,656.98",0.95%,,,
9/19/18,"26,287.84","26,464.41","26,280.76","26,405.76",0.61%,,,
9/18/18,"26,076.21","26,317.34","26,076.21","26,246.96",0.71%,,,
9/17/18,"26,151.66","26,184.47","26,030.35","26,062.12",-0.35%,,,
9/14/18,"26,169.56","26,211.11","26,068.29","26,154.67",0.03%,,,
9/13/18,"26,083.94","26,191.64","26,067.08","26,145.99",0.57%,,,
9/12/18,"25,989.07","26,145.72","25,929.43","25,998.92",0.11%,,,
9/11/18,"25,841.14","26,019.92","25,754.32","25,971.06",0.44%,,,
9/10/18,"25,991.91","26,039.96","25,854.13","25,857.07",-0.23%,,,
9/7/18,"25,951.02","26,002.99","25,818.39","25,916.54",-0.31%,,,
9/6/18,"25,973.02","26,073.68","25,880.84","25,995.87",0.08%,,,
9/5/18,"25,919.84","26,011.22","25,871.04","25,974.99",0.09%,,,
9/4/18,"25,916.07","25,971.77","25,805.95","25,952.48",-0.05%,,,
8/31/18,"25,964.85","26,028.83","25,879.77","25,964.82",-0.09%,,,
8/30/18,"26,099.01","26,104.37","25,934.80","25,986.92",-0.53%,,,
8/29/18,"26,082.53","26,167.94","26,035.30","26,124.57",0.23%,,,
8/28/18,"26,092.70","26,122.24","26,037.85","26,064.02",0.06%,,,
8/27/18,"25,882.71","26,067.57","25,882.71","26,049.64",1.01%,,,
8/24/18,"25,688.58","25,826.05","25,688.58","25,790.35",0.52%,,,
8/23/18,"25,714.86","25,762.56","25,608.02","25,656.98",-0.30%,,,
8/22/18,"25,825.06","25,836.16","25,722.43","25,733.60",-0.34%,,,
8/21/18,"25,786.99","25,888.82","25,784.90","25,822.29",0.25%,,,
8/20/18,"25,727.70","25,790.17","25,716.41","25,758.69",0.35%,,,
8/17/18,"25,550.80","25,728.16","25,521.66","25,669.32",0.43%,,,
8/16/18,"25,294.97","25,607.34","25,294.97","25,558.73",1.58%,,,
8/15/18,"25,235.37","25,235.37","24,965.77","25,162.41",-0.54%,,,
8/14/18,"25,215.69","25,339.51","25,201.87","25,299.92",0.45%,,,
8/13/18,"25,327.19","25,381.39","25,153.93","25,187.70",-0.50%,,,
8/10/18,"25,401.19","25,401.19","25,222.88","25,313.14",-0.77%,,,
8/9/18,"25,589.79","25,613.31","25,492.69","25,509.23",-0.29%,,,
8/8/18,"25,615.72","25,634.11","25,557.48","25,583.75",-0.18%,,,
8/7/18,"25,551.65","25,692.72","25,551.65","25,628.91",0.50%,,,
8/6/18,"25,437.43","25,540.02","25,381.38","25,502.18",0.16%,,,
8/3/18,"25,360.37","25,467.90","25,325.17","25,462.58",0.54%,,,
8/2/18,"25,256.45","25,360.48","25,120.07","25,326.16",-0.03%,,,
8/1/18,"25,461.63","25,488.80","25,278.32","25,333.82",-0.32%,,,
7/31/18,"25,345.21","25,490.98","25,345.21","25,415.19",0.43%,,,
7/30/18,"25,439.32","25,500.16","25,287.38","25,306.83",-0.57%,,,
7/27/18,"25,520.52","25,580.22","25,370.07","25,451.06",-0.30%,,,
7/26/18,"25,468.55","25,587.24","25,463.16","25,527.07",0.44%,,,
7/25/18,"25,183.70","25,432.87","25,113.55","25,414.10",0.68%,,,
7/24/18,"25,092.43","25,286.62","25,092.43","25,241.94",0.79%,,,
7/23/18,"25,036.90","25,081.45","24,983.33","25,044.29",-0.06%,,,
7/20/18,"25,041.14","25,124.10","24,986.35","25,058.12",-0.03%,,,
7/19/18,"25,139.15","25,154.17","25,052.62","25,064.50",-0.53%,,,
7/18/18,"25,133.79","25,215.32","25,101.12","25,199.29",0.32%,,,
7/17/18,"25,033.92","25,155.39","24,989.61","25,119.89",0.22%,,,
7/16/18,"25,025.58","25,072.41","24,979.64","25,064.36",0.18%,,,
7/13/18,"24,926.07","25,043.21","24,890.06","25,019.41",0.38%,,,
7/12/18,"24,802.90","24,939.97","24,802.90","24,924.89",0.91%,,,
7/11/18,"24,789.48","24,815.16","24,663.82","24,700.45",-0.88%,,,
7/10/18,"24,806.97","24,945.38","24,806.97","24,919.66",0.58%,,,
7/9/18,"24,519.20","24,796.52","24,518.43","24,776.59",1.31%,,,
7/6/18,"24,352.47","24,520.29","24,281.47","24,456.48",0.41%,,,
7/5/18,"24,285.82","24,372.80","24,177.44","24,356.74",0.75%,,,
7/3/18,"24,359.39","24,444.88","24,150.85","24,174.82",-0.54%,,,
7/2/18,"24,161.53","24,319.42","24,077.56","24,307.18",0.15%,,,
6/29/18,"24,323.93","24,509.52","24,269.71","24,271.41",0.23%,,,
6/28/18,"24,064.19","24,308.16","23,997.21","24,216.05",0.41%,,,
6/27/18,"24,303.11","24,569.02","24,115.82","24,117.59",-0.68%,,,
6/26/18,"24,281.89","24,384.21","24,241.22","24,283.11",0.12%,,,
6/25/18,"24,463.73","24,463.73","24,084.39","24,252.80",-1.33%,,,
6/22/18,"24,526.97","24,663.18","24,526.97","24,580.89",0.49%,,,
6/21/18,"24,639.21","24,639.21","24,406.63","24,461.70",-0.80%,,,
6/20/18,"24,771.17","24,804.76","24,628.39","24,657.80",-0.17%,,,
6/19/18,"24,763.59","24,763.59","24,567.75","24,700.21",-1.15%,,,
6/18/18,"24,944.28","25,003.10","24,825.77","24,987.47",-0.41%,,,
6/15/18,"25,116.71","25,130.82","24,894.38","25,090.48",-0.34%,,,
6/14/18,"25,254.65","25,332.50","25,138.60","25,175.31",-0.10%,,,
6/13/18,"25,328.65","25,362.07","25,191.42","25,201.20",-0.47%,,,
6/12/18,"25,346.82","25,364.37","25,247.04","25,320.73",-0.01%,,,
6/11/18,"25,336.67","25,402.83","25,290.20","25,322.31",0.02%,,,
6/8/18,"25,209.29","25,325.63","25,165.70","25,316.53",0.30%,,,
6/7/18,"25,192.14","25,326.09","25,164.48","25,241.41",0.38%,,,
6/6/18,"24,854.14","25,146.46","24,854.14","25,146.39",1.40%,,,
6/5/18,"24,820.12","24,838.78","24,710.82","24,799.98",-0.06%,,,
6/4/18,"24,727.55","24,859.37","24,722.14","24,813.69",0.72%,,,
6/1/18,"24,542.09","24,673.60","24,542.09","24,635.21",0.90%,,,
5/31/18,"24,620.79","24,620.79","24,352.15","24,415.84",-1.02%,,,
5/30/18,"24,467.83","24,714.48","24,459.09","24,667.78",1.26%,,,
5/29/18,"24,606.59","24,635.18","24,247.84","24,361.45",-1.58%,,,
5/25/18,"24,781.29","24,824.22","24,687.81","24,753.09",-0.24%,,,
5/24/18,"24,877.36","24,877.36","24,605.90","24,811.76",-0.30%,,,
5/23/18,"24,757.71","24,889.46","24,667.12","24,886.81",0.21%,,,
5/22/18,"25,047.55","25,064.99","24,812.06","24,834.41",-0.72%,,,
5/21/18,"24,883.06","25,086.49","24,883.06","25,013.29",1.21%,,,
5/18/18,"24,707.72","24,774.97","24,664.87","24,715.09",0.00%,,,
5/17/18,"24,752.40","24,839.49","24,639.40","24,713.98",-0.22%,,,
5/16/18,"24,722.32","24,801.19","24,672.79","24,768.93",0.25%,,,
5/15/18,"24,809.55","24,809.55","24,629.39","24,706.41",-0.78%,,,
5/14/18,"24,879.37","24,994.19","24,862.52","24,899.41",0.27%,,,
5/11/18,"24,758.64","24,868.65","24,717.50","24,831.17",0.37%,,,
5/10/18,"24,591.66","24,794.99","24,575.91","24,739.53",0.80%,,,
5/9/18,"24,399.18","24,586.48","24,323.87","24,542.54",0.75%,,,
5/8/18,"24,341.35","24,412.34","24,198.34","24,360.21",0.01%,,,
5/7/18,"24,317.66","24,479.45","24,263.42","24,357.32",0.39%,,,
5/4/18,"23,865.22","24,333.35","23,778.87","24,262.51",1.39%,,,
5/3/18,"23,836.23","23,996.15","23,531.31","23,930.15",0.02%,,,
5/2/18,"24,097.63","24,185.52","23,886.30","23,924.98",-0.72%,,,
5/1/18,"24,117.29","24,117.29","23,808.19","24,099.05",-0.27%,,,
4/30/18,"24,410.41","24,498.23","24,163.08","24,163.15",-0.61%,,,
4/27/18,"24,342.14","24,359.38","24,194.45","24,311.19",-0.05%,,,
4/26/18,"24,128.72","24,402.46","24,128.72","24,322.34",0.99%,,,
4/25/18,"24,070.20","24,146.34","23,823.08","24,083.83",0.25%,,,
4/24/18,"24,579.94","24,579.94","23,828.73","24,024.13",-1.74%,,,
4/23/18,"24,488.07","24,536.89","24,328.54","24,448.69",-0.06%,,,
4/20/18,"24,657.39","24,678.07","24,375.04","24,462.94",-0.82%,,,
4/19/18,"24,711.30","24,762.48","24,557.03","24,664.89",-0.34%,,,
4/18/18,"24,820.85","24,832.54","24,721.09","24,748.07",-0.16%,,,
4/17/18,"24,681.79","24,858.97","24,681.79","24,786.63",0.87%,,,
4/16/18,"24,483.15","24,675.36","24,480.20","24,573.04",0.87%,,,
4/13/18,"24,582.82","24,646.45","24,243.74","24,360.14",-0.50%,,,
4/12/18,"24,302.82","24,592.12","24,302.82","24,483.05",1.21%,,,
4/11/18,"24,274.19","24,366.57","24,150.87","24,189.45",-0.90%,,,
4/10/18,"24,198.95","24,511.35","24,198.95","24,408.00",1.79%,,,
4/9/18,"24,037.52","24,373.18","23,954.83","23,979.10",0.19%,,,
4/6/18,"24,373.60","24,434.40","23,738.20","23,932.76",-2.34%,,,
4/5/18,"24,313.91","24,622.26","24,313.91","24,505.22",0.99%,,,
4/4/18,"23,654.15","24,308.96","23,523.16","24,264.30",0.96%,,,
4/3/18,"23,698.33","24,044.35","23,664.33","24,033.36",1.65%,,,
4/2/18,"24,076.60","24,123.80","23,344.52","23,644.19",-1.90%,,,
3/29/18,"23,949.18","24,314.30","23,928.13","24,103.11",1.07%,,,
3/28/18,"23,883.08","24,092.47","23,728.67","23,848.42",-0.04%,,,
3/27/18,"24,276.62","24,446.22","23,708.73","23,857.71",-1.43%,,,
3/26/18,"23,825.74","24,232.30","23,741.22","24,202.60",2.84%,,,
3/23/18,"23,995.18","24,108.47","23,509.06","23,533.20",-1.77%,,,
3/22/18,"24,526.01","24,526.01","23,938.74","23,957.89",-2.93%,,,
3/21/18,"24,723.49","24,977.65","24,655.40","24,682.31",-0.18%,,,
3/20/18,"24,650.64","24,803.61","24,650.64","24,727.27",0.47%,,,
3/19/18,"24,893.69","24,893.69","24,453.14","24,610.91",-1.35%,,,
3/16/18,"24,877.34","25,031.00","24,857.09","24,946.51",0.29%,,,
3/15/18,"24,837.29","25,053.87","24,753.29","24,873.66",0.47%,,,
3/14/18,"25,086.97","25,130.12","24,668.83","24,758.12",-1.00%,,,
3/13/18,"25,257.75","25,376.40","24,947.50","25,007.03",-0.68%,,,
3/12/18,"25,372.44","25,449.15","25,152.02","25,178.61",-0.62%,,,
3/9/18,"25,004.89","25,336.33","25,004.89","25,335.74",1.77%,,,
3/8/18,"24,853.41","24,950.49","24,703.05","24,895.21",0.38%,,,
3/7/18,"24,758.15","24,849.68","24,535.12","24,801.36",-0.33%,,,
3/6/18,"24,965.89","24,995.24","24,708.41","24,884.12",0.04%,,,
3/5/18,"24,471.31","24,961.00","24,387.15","24,874.76",1.37%,,,
3/2/18,"24,394.91","24,592.46","24,217.76","24,538.06",-0.29%,,,
3/1/18,"25,024.04","25,185.35","24,442.56","24,608.98",-1.68%,,,
2/28/18,"25,485.15","25,576.15","25,022.42","25,029.20",-1.50%,,,
2/27/18,"25,735.78","25,800.35","25,407.83","25,410.03",-1.16%,,,
2/26/18,"25,403.35","25,732.80","25,398.56","25,709.27",1.58%,,,
2/23/18,"25,050.51","25,313.91","25,028.73","25,309.99",1.39%,,,
2/22/18,"24,855.41","25,156.72","24,854.83","24,962.48",0.66%,,,
2/21/18,"24,988.06","25,267.99","24,792.99","24,797.78",-0.67%,,,
2/20/18,"25,124.91","25,179.01","24,884.19","24,964.75",-1.01%,,,
2/19/18,"25,219.38","25,219.38","25,219.38","25,219.38",0.00%,,,
2/16/18,"25,165.94","25,432.42","25,149.26","25,219.38",0.08%,,,
2/15/18,"25,047.82","25,203.95","24,809.42","25,200.37",1.23%,,,
2/14/18,"24,535.82","24,925.95","24,490.36","24,893.49",1.03%,,,
2/13/18,"24,540.33","24,705.72","24,421.03","24,640.45",0.16%,,,
2/12/18,"24,337.76","24,765.16","24,290.48","24,601.27",1.70%,,,
2/9/18,"23,992.67","24,382.14","23,360.29","24,190.90",1.38%,,,
2/8/18,"24,902.30","24,903.68","23,849.23","23,860.46",-4.15%,,,
2/7/18,"24,892.87","25,293.96","24,785.44","24,893.35",-0.08%,,,
2/6/18,"24,085.17","24,946.23","23,778.74","24,912.77",2.33%,,,
2/5/18,"25,337.87","25,520.53","23,923.88","24,345.75",-4.60%,,,
2/2/18,"26,061.79","26,061.79","25,490.66","25,520.96",-2.54%,,,
2/1/18,"26,083.04","26,306.70","26,014.44","26,186.71",0.14%,,,
1/31/18,"26,268.17","26,338.03","26,050.98","26,149.39",0.28%,,,
1/30/18,"26,198.45","26,256.99","26,028.42","26,076.89",-1.37%,,,
1/29/18,"26,584.28","26,608.90","26,435.34","26,439.48",-0.67%,,,
1/26/18,"26,466.74","26,616.71","26,425.35","26,616.71",0.85%,,,
1/25/18,"26,313.06","26,458.25","26,259.72","26,392.79",0.54%,,,
1/24/18,"26,282.07","26,392.80","26,106.94","26,252.12",0.16%,,,
1/23/18,"26,214.87","26,246.19","26,143.90","26,210.81",-0.01%,,,
1/22/18,"26,025.32","26,215.23","25,974.65","26,214.60",0.55%,,,
1/19/18,"25,987.35","26,071.72","25,942.83","26,071.72",0.21%,,,
1/18/18,"26,149.55","26,153.42","25,947.32","26,017.81",-0.37%,,,
1/17/18,"25,910.78","26,130.45","25,865.02","26,115.65",1.25%,,,
1/16/18,"25,987.62","26,086.12","25,702.99","25,792.86",-0.04%,,,
1/12/18,"25,638.39","25,810.43","25,633.08","25,803.19",0.89%,,,
1/11/18,"25,398.60","25,575.42","25,396.19","25,574.73",0.81%,,,
1/10/18,"25,348.13","25,404.92","25,256.99","25,369.13",-0.07%,,,
1/9/18,"25,312.05","25,439.78","25,308.41","25,385.80",0.41%,,,
1/8/18,"25,308.40","25,311.99","25,235.41","25,283.00",-0.05%,,,
1/5/18,"25,114.92","25,299.79","25,112.01","25,295.87",0.88%,,,
1/4/18,"24,964.86","25,105.96","24,963.27","25,075.13",0.61%,,,
1/3/18,"24,850.45","24,941.92","24,825.55","24,922.68",0.40%,,,
1/2/18,"24,809.35","24,864.19","24,741.70","24,824.01",0.42%,,,
12/29/17,"24,849.63","24,871.66","24,719.22","24,719.22",-0.48%,,,
12/28/17,"24,807.21","24,839.23","24,797.13","24,837.51",0.26%,,,
12/27/17,"24,766.52","24,789.52","24,731.68","24,774.30",0.11%,,,
12/26/17,"24,715.84","24,778.13","24,708.42","24,746.21",-0.03%,,,
12/22/17,"24,764.04","24,784.15","24,717.51","24,754.06",-0.11%,,,
12/21/17,"24,778.26","24,850.91","24,766.27","24,782.29",0.23%,,,
12/20/17,"24,838.09","24,852.44","24,697.11","24,726.65",-0.11%,,,
12/19/17,"24,834.38","24,850.11","24,715.60","24,754.75",-0.15%,,,
12/18/17,"24,739.56","24,876.07","24,739.56","24,792.20",0.57%,,,
12/15/17,"24,585.71","24,688.62","24,584.44","24,651.74",0.58%,,,
12/14/17,"24,631.01","24,672.48","24,508.66","24,508.66",-0.31%,,,
12/13/17,"24,525.19","24,666.02","24,518.30","24,585.43",0.33%,,,
12/12/17,"24,452.96","24,552.97","24,443.83","24,504.80",0.49%,,,
12/11/17,"24,338.11","24,389.72","24,314.74","24,386.03",0.23%,,,
12/8/17,"24,263.26","24,330.12","24,225.50","24,329.16",0.49%,,,
12/7/17,"24,116.60","24,262.88","24,101.24","24,211.48",0.29%,,,
12/6/17,"24,171.90","24,229.35","24,134.49","24,140.91",-0.16%,,,
12/5/17,"24,335.01","24,349.74","24,155.28","24,180.64",-0.45%,,,
12/4/17,"24,424.11","24,534.04","24,288.19","24,290.05",0.24%,,,
12/1/17,"24,305.40","24,322.06","23,921.90","24,231.59",-0.17%,,,
11/30/17,"24,013.80","24,327.82","24,013.80","24,272.35",1.39%,,,
11/29/17,"23,883.26","23,959.76","23,872.59","23,940.68",0.44%,,,
11/28/17,"23,625.19","23,849.61","23,617.11","23,836.71",1.09%,,,
11/27/17,"23,552.86","23,638.92","23,545.02","23,580.78",0.10%,,,
11/24/17,"23,552.75","23,599.18","23,551.59","23,557.99",0.14%,,,
11/22/17,"23,597.24","23,605.77","23,507.61","23,526.18",-0.27%,,,
11/21/17,"23,500.15","23,617.80","23,500.15","23,590.83",0.69%,,,
11/20/17,"23,370.71","23,456.88","23,360.58","23,430.33",0.31%,,,
11/17/17,"23,433.77","23,433.77","23,356.01","23,358.24",-0.43%,,,
11/16/17,"23,365.34","23,492.19","23,365.34","23,458.36",0.80%,,,
11/15/17,"23,334.59","23,344.99","23,242.75","23,271.28",-0.59%,,,
11/14/17,"23,388.40","23,414.08","23,271.57","23,409.47",-0.13%,,,
11/13/17,"23,367.47","23,461.68","23,343.34","23,439.70",0.07%,,,
11/10/17,"23,432.71","23,452.20","23,392.96","23,422.21",-0.17%,,,
11/9/17,"23,492.09","23,516.74","23,310.02","23,461.94",-0.43%,,,
11/8/17,"23,542.60","23,575.00","23,510.56","23,563.36",0.03%,,,
11/7/17,"23,574.03","23,602.12","23,484.19","23,557.23",0.04%,,,
11/6/17,"23,533.96","23,574.86","23,520.75","23,548.42",0.04%,,,
11/3/17,"23,549.59","23,557.06","23,481.57","23,539.19",0.10%,,,
11/2/17,"23,463.24","23,531.38","23,350.98","23,516.26",0.35%,,,
11/1/17,"23,442.90","23,517.71","23,388.91","23,435.01",0.25%,,,
10/31/17,"23,369.22","23,406.35","23,334.39","23,377.24",0.12%,,,
10/30/17,"23,405.75","23,428.75","23,327.87","23,348.74",-0.36%,,,
10/27/17,"23,419.16","23,449.40","23,353.16","23,434.19",0.14%,,,
10/26/17,"23,380.89","23,459.84","23,380.89","23,400.86",0.31%,,,
10/25/17,"23,431.09","23,451.51","23,251.11","23,329.46",-0.48%,,,
10/24/17,"23,346.78","23,485.25","23,343.23","23,441.76",0.72%,,,
10/23/17,"23,348.95","23,368.37","23,273.96","23,273.96",-0.23%,,,
10/20/17,"23,205.18","23,328.84","23,201.78","23,328.63",0.71%,,,
10/19/17,"23,107.47","23,167.24","23,052.67","23,163.04",0.02%,,,
10/18/17,"23,087.13","23,172.93","23,086.75","23,157.60",0.70%,,,
10/17/17,"22,952.41","23,002.20","22,948.23","22,997.44",0.18%,,,
10/16/17,"22,892.92","22,960.12","22,887.12","22,956.96",0.37%,,,
10/13/17,"22,876.43","22,905.33","22,855.93","22,871.72",0.13%,,,
10/12/17,"22,854.85","22,884.82","22,821.13","22,841.01",-0.14%,,,
10/11/17,"22,827.65","22,872.89","22,821.66","22,872.89",0.18%,,,
10/10/17,"22,784.76","22,850.51","22,770.99","22,830.68",0.31%,,,
10/9/17,"22,779.73","22,803.37","22,739.38","22,761.07",-0.06%,,,
10/6/17,"22,762.03","22,773.67","22,730.85","22,773.67",-0.01%,,,
10/5/17,"22,669.08","22,777.04","22,655.14","22,775.39",0.50%,,,
10/4/17,"22,645.67","22,685.94","22,632.80","22,661.64",0.09%,,,
10/3/17,"22,564.45","22,646.32","22,562.90","22,641.67",0.37%,,,
10/2/17,"22,423.47","22,559.38","22,416.00","22,557.60",0.68%,,,
9/29/17,"22,358.47","22,405.63","22,332.96","22,405.09",0.11%,,,
9/28/17,"22,306.83","22,394.74","22,288.97","22,381.20",0.18%,,,
9/27/17,"22,330.93","22,371.10","22,254.93","22,340.71",0.25%,,,
9/26/17,"22,322.03","22,369.35","22,279.52","22,284.32",-0.05%,,,
9/25/17,"22,320.47","22,359.88","22,219.11","22,296.09",-0.24%,,,
9/22/17,"22,334.07","22,364.31","22,299.58","22,349.59",-0.04%,,,
9/21/17,"22,414.02","22,419.51","22,356.55","22,359.23",-0.24%,,,
9/20/17,"22,351.38","22,413.26","22,314.68","22,412.59",0.19%,,,
9/19/17,"22,349.70","22,386.01","22,340.71","22,370.80",0.18%,,,
9/18/17,"22,297.92","22,355.62","22,283.35","22,331.35",0.28%,,,
9/15/17,"22,252.44","22,275.02","22,214.52","22,268.34",0.29%,,,
9/14/17,"22,144.96","22,216.44","22,135.26","22,203.48",0.20%,,,
9/13/17,"22,103.47","22,158.18","22,095.79","22,158.18",0.18%,,,
9/12/17,"22,090.56","22,134.57","22,087.09","22,118.86",0.28%,,,
9/11/17,"21,927.79","22,067.10","21,927.79","22,057.37",1.19%,,,
9/8/17,"21,764.43","21,846.63","21,731.12","21,797.79",0.06%,,,
9/7/17,"21,820.38","21,850.01","21,745.71","21,784.78",-0.10%,,,
9/6/17,"21,815.76","21,849.24","21,794.07","21,807.64",0.25%,,,
9/5/17,"21,912.37","21,921.09","21,709.63","21,753.31",-1.07%,,,
9/1/17,"21,981.77","22,038.97","21,974.91","21,987.56",0.18%,,,
8/31/17,"21,936.01","21,985.76","21,910.50","21,948.10",0.25%,,,
8/30/17,"21,859.76","21,914.26","21,839.47","21,892.43",0.12%,,,
8/29/17,"21,718.00","21,879.22","21,673.58","21,865.37",0.26%,,,
8/28/17,"21,832.50","21,861.49","21,767.94","21,808.40",-0.02%,,,
8/25/17,"21,819.08","21,906.86","21,812.81","21,813.67",0.14%,,,
8/24/17,"21,839.90","21,870.11","21,765.82","21,783.40",-0.13%,,,
8/23/17,"21,850.27","21,866.66","21,808.39","21,812.09",-0.40%,,,
8/22/17,"21,739.78","21,912.83","21,738.13","21,899.89",0.90%,,,
8/21/17,"21,671.36","21,718.74","21,600.34","21,703.75",0.13%,,,
8/18/17,"21,724.88","21,793.35","21,641.63","21,674.51",-0.35%,,,
8/17/17,"21,984.74","21,984.74","21,750.32","21,750.73",-1.24%,,,
8/16/17,"22,031.93","22,085.71","22,002.47","22,024.87",0.12%,,,
8/15/17,"22,029.91","22,038.92","21,971.48","21,998.99",0.02%,,,
8/14/17,"21,945.64","22,019.23","21,945.64","21,993.71",0.62%,,,
8/11/17,"21,883.32","21,911.09","21,842.74","21,858.32",0.07%,,,
8/10/17,"21,988.20","21,988.20","21,843.94","21,844.01",-0.93%,,,
8/9/17,"22,022.34","22,057.19","21,996.69","22,048.70",-0.17%,,,
8/8/17,"22,095.14","22,179.11","22,057.29","22,085.34",-0.15%,,,
8/7/17,"22,100.20","22,121.15","22,081.97","22,118.42",0.12%,,,
8/4/17,"22,058.39","22,092.81","22,024.64","22,092.81",0.30%,,,
8/3/17,"22,007.58","22,044.85","21,991.32","22,026.10",0.04%,,,
8/2/17,"22,004.36","22,036.10","21,967.46","22,016.24",0.24%,,,
8/1/17,"21,961.42","21,990.96","21,940.81","21,963.92",0.33%,,,
7/31/17,"21,863.39","21,929.80","21,861.71","21,891.12",0.28%,,,
7/28/17,"21,787.51","21,841.18","21,756.12","21,830.31",0.15%,,,
7/27/17,"21,717.42","21,798.47","21,687.85","21,796.55",0.39%,,,
7/26/17,"21,690.38","21,742.70","21,683.29","21,711.01",0.45%,,,
7/25/17,"21,638.56","21,670.62","21,577.37","21,613.43",0.47%,,,
7/24/17,"21,577.78","21,577.78","21,496.13","21,513.17",-0.31%,,,
7/21/17,"21,591.72","21,592.61","21,503.78","21,580.07",-0.15%,,,
7/20/17,"21,641.54","21,661.91","21,576.96","21,611.78",-0.13%,,,
7/19/17,"21,569.25","21,640.75","21,565.84","21,640.75",0.31%,,,
7/18/17,"21,589.94","21,589.94","21,471.14","21,574.73",-0.25%,,,
7/17/17,"21,633.97","21,661.81","21,617.66","21,629.72",-0.04%,,,
7/14/17,"21,532.77","21,681.53","21,521.72","21,637.74",0.39%,,,
7/13/17,"21,537.19","21,568.72","21,512.36","21,553.09",0.10%,,,
7/12/17,"21,467.93","21,580.79","21,467.93","21,532.14",0.57%,,,
7/11/17,"21,410.17","21,441.62","21,279.30","21,409.07",0.00%,,,
7/10/17,"21,381.23","21,446.39","21,371.11","21,408.52",-0.03%,,,
7/7/17,"21,354.66","21,425.82","21,350.72","21,414.34",0.44%,,,
7/6/17,"21,423.93","21,433.10","21,305.38","21,320.04",-0.74%,,,
7/5/17,"21,492.83","21,505.36","21,404.76","21,478.17",-0.01%,,,
7/3/17,"21,392.30","21,562.75","21,391.71","21,479.27",0.61%,,,
6/30/17,"21,348.60","21,426.12","21,325.08","21,349.63",0.29%,,,
6/29/17,"21,487.38","21,487.38","21,197.08","21,287.03",-0.78%,,,
6/28/17,"21,372.36","21,478.75","21,372.36","21,454.61",0.68%,,,
6/27/17,"21,411.19","21,440.60","21,310.66","21,310.66",-0.46%,,,
6/26/17,"21,434.68","21,506.21","21,381.25","21,409.55",0.07%,,,
6/23/17,"21,380.92","21,421.79","21,333.89","21,394.76",-0.01%,,,
6/22/17,"21,407.98","21,456.47","21,394.81","21,397.29",-0.06%,,,
6/21/17,"21,466.39","21,492.62","21,390.00","21,410.03",-0.27%,,,
6/20/17,"21,521.25","21,535.03","21,464.24","21,467.14",-0.29%,,,
6/19/17,"21,444.75","21,528.99","21,436.08","21,528.99",0.68%,,,
6/16/17,"21,335.93","21,384.42","21,308.01","21,384.28",0.11%,,,
6/15/17,"21,291.69","21,367.28","21,261.87","21,359.90",-0.07%,,,
6/14/17,"21,342.71","21,391.97","21,294.09","21,374.56",0.22%,,,
6/13/17,"21,256.83","21,332.77","21,256.83","21,328.47",0.44%,,,
6/12/17,"21,259.95","21,277.08","21,186.15","21,235.67",-0.17%,,,
6/9/17,"21,208.96","21,305.35","21,159.45","21,271.97",0.42%,,,
6/8/17,"21,169.76","21,265.69","21,138.16","21,182.53",0.04%,,,
6/7/17,"21,171.57","21,189.84","21,113.31","21,173.69",0.18%,,,
6/6/17,"21,145.48","21,180.47","21,118.46","21,136.23",-0.23%,,,
6/5/17,"21,195.03","21,224.41","21,168.69","21,184.04",-0.10%,,,
6/2/17,"21,142.09","21,225.04","21,129.56","21,206.29",0.29%,,,
6/1/17,"21,030.55","21,144.18","20,994.22","21,144.18",0.65%,,,
5/31/17,"21,048.46","21,051.70","20,942.57","21,008.65",-0.10%,,,
5/30/17,"21,045.49","21,063.62","21,009.60","21,029.47",-0.24%,,,
5/26/17,"21,070.15","21,092.82","21,050.49","21,080.28",-0.01%,,,
5/25/17,"21,062.96","21,112.32","21,051.41","21,082.95",0.34%,,,
5/24/17,"20,949.21","21,022.82","20,933.58","21,012.42",0.36%,,,
5/23/17,"20,908.67","20,961.14","20,896.22","20,937.91",0.21%,,,
5/22/17,"20,867.77","20,914.26","20,860.16","20,894.83",0.43%,,,
5/19/17,"20,698.28","20,857.13","20,687.94","20,804.84",0.69%,,,
5/18/17,"20,579.65","20,759.20","20,553.45","20,663.02",0.27%,,,
5/17/17,"20,846.17","20,846.17","20,601.08","20,606.93",-1.78%,,,
5/16/17,"20,984.48","21,033.53","20,932.88","20,979.75",-0.01%,,,
5/15/17,"20,923.63","21,000.83","20,923.63","20,981.94",0.41%,,,
