Date,Open,High,Low,Close,d/d % change,,,
2/6/03,"7,981.95","8,031.66","7,855.87","7,929.30",-0.70%,,,
2/5/03,"8,014.45","8,162.96","7,950.41","7,985.18",-0.35%,,,
2/4/03,"8,104.61","8,078.83","7,915.93","8,013.29",-1.19%,,,
2/3/03,"8,053.74","8,189.35","8,032.89","8,109.82",0.70%,,,
1/31/03,"7,939.72","8,121.37","7,884.66","8,053.81",1.37%,,,
1/30/03,"8,109.14","8,169.81","7,918.19","7,945.13",-2.04%,,,
1/29/03,"8,087.95","8,173.31","7,916.89","8,110.71",0.27%,,,
1/28/03,"7,991.07","8,153.36","7,954.95","8,088.84",1.24%,,,
1/27/03,"8,128.54","8,167.41","7,926.16","7,989.56",-1.74%,,,
1/24/03,"8,367.89","8,359.11","8,092.00","8,131.01",-2.85%,,,
1/23/03,"8,320.72","8,437.69","8,215.61","8,369.47",0.61%,,,
1/22/03,"8,439.54","8,493.50","8,270.94","8,318.73",-1.47%,,,
1/21/03,"8,586.26","8,650.44","8,421.03","8,442.90",-1.68%,,,
1/17/03,"8,695.82","8,691.64","8,523.59","8,586.74",-1.28%,,,
1/16/03,"8,721.12","8,837.47","8,634.46","8,697.87",-0.29%,,,
1/15/03,"8,843.64","8,865.65","8,674.43","8,723.18",-1.35%,,,
1/14/03,"8,787.22","8,865.31","8,717.56","8,842.62",0.64%,,,
1/13/03,"8,787.83","8,896.09","8,721.12","8,785.98",0.01%,,,
1/10/03,"8,776.04","8,846.25","8,654.21","8,784.89",0.10%,,,
1/9/03,"8,596.68","8,814.09","8,613.07","8,776.18",2.10%,,,
1/8/03,"8,735.93","8,749.44","8,549.72","8,595.31",-1.66%,,,
1/7/03,"8,775.84","8,843.37","8,661.20","8,740.59",-0.38%,,,
1/6/03,"8,602.78","8,826.71","8,578.86","8,773.57",2.00%,,,
1/3/03,"8,607.38","8,669.91","8,503.71","8,601.69",-0.07%,,,
1/2/03,"8,342.38","8,633.02","8,372.00","8,607.52",3.19%,,,
12/31/02,"8,332.24","8,400.46","8,216.44","8,341.63",0.11%,,,
12/30/02,"8,304.06","8,405.67","8,214.93","8,332.85",0.35%,,,
12/27/02,"8,429.28","8,470.05","8,272.31","8,303.78",-1.53%,,,
12/26/02,"8,448.86","8,587.97","8,392.23","8,432.61",-0.18%,,,
12/24/02,"8,491.99","8,522.98","8,407.45","8,448.11",-0.53%,,,
12/23/02,"8,511.39","8,573.92","8,418.90","8,493.29",-0.21%,,,
12/20/02,"8,367.41","8,557.46","8,372.07","8,511.32",1.75%,,,
12/19/02,"8,441.94","8,530.25","8,302.41","8,364.80",-0.98%,,,
12/18/02,"8,531.31","8,553.76","8,367.89","8,447.35",-1.03%,,,
12/17/02,"8,626.99","8,672.37","8,495.21","8,535.39",-1.07%,,,
12/16/02,"8,436.59","8,649.06","8,421.57","8,627.40",2.30%,,,
12/13/02,"8,536.07","8,563.16","8,374.68","8,433.71",-1.23%,,,
12/12/02,"8,590.99","8,662.71","8,466.21","8,538.40",-0.59%,,,
12/11/02,"8,571.52","8,669.91","8,452.84","8,589.14",0.17%,,,
12/10/02,"8,473.61","8,624.93","8,419.86","8,574.26",1.19%,,,
12/9/02,"8,643.99","8,643.03","8,438.23","8,473.41",-1.99%,,,
12/6/02,"8,620.88","8,707.20","8,469.16","8,645.77",0.26%,,,
12/5/02,"8,740.66","8,796.68","8,572.00","8,623.28",-1.31%,,,
12/4/02,"8,734.22","8,834.04","8,600.93","8,737.85",-0.06%,,,
12/3/02,"8,861.13","8,882.04","8,649.89","8,742.93",-1.35%,,,
12/2/02,"8,902.95","9,076.34","8,757.60","8,862.57",-0.38%,,,
11/29/02,"8,933.67","8,995.78","8,847.21","8,896.09",-0.40%,,,
11/27/02,"8,678.96","8,975.08","8,714.27","8,931.68",2.94%,,,
11/26/02,"8,844.12","8,845.01","8,634.53","8,676.42",-1.95%,,,
11/25/02,"8,804.97","8,918.03","8,717.63","8,849.40",0.51%,,,
11/22/02,"8,842.41","8,940.52","8,732.23","8,804.84",-0.46%,,,
11/21/02,"8,625.48","8,910.83","8,619.58","8,845.15",2.58%,,,
11/20/02,"8,469.57","8,675.12","8,402.72","8,623.01",1.75%,,,
11/19/02,"8,484.93","8,566.45","8,355.62","8,474.78",-0.14%,,,
11/18/02,"8,579.74","8,671.41","8,444.26","8,486.57",-1.08%,,,
11/15/02,"8,535.64","8,622.30","8,421.10","8,579.09",0.43%,,,
11/14/02,"8,403.69","8,596.50","8,396.27","8,542.13",1.71%,,,
11/13/02,"8,380.32","8,523.47","8,237.65","8,398.49",0.15%,,,
11/12/02,"8,356.73","8,557.25","8,286.13","8,386.00",0.32%,,,
11/11/02,"8,535.81","8,541.09","8,315.40","8,358.95",-2.09%,,,
11/8/02,"8,585.75","8,688.96","8,455.01","8,537.13",-0.57%,,,
11/7/02,"8,766.08","8,761.57","8,517.78","8,586.24",-2.11%,,,
11/6/02,"8,677.17","8,841.64","8,561.48","8,771.01",1.07%,,,
11/5/02,"8,568.76","8,730.92","8,497.60","8,678.27",1.24%,,,
11/4/02,"8,521.60","8,787.30","8,510.08","8,571.60",0.63%,,,
11/1/02,"8,395.64","8,569.25","8,271.77","8,517.64",1.44%,,,
10/31/02,"8,427.34","8,538.17","8,293.17","8,397.03",-0.36%,,,
10/30/02,"8,363.95","8,502.32","8,273.99","8,427.41",0.70%,,,
10/29/02,"8,367.28","8,456.19","8,161.01","8,368.94",0.01%,,,
10/28/02,"8,448.98","8,601.01","8,281.34","8,368.04",-0.90%,,,
10/25/02,"8,317.48","8,474.92","8,210.74","8,443.99",1.52%,,,
10/24/02,"8,495.38","8,607.04","8,253.60","8,317.34",-2.08%,,,
10/23/02,"8,448.56","8,546.57","8,256.79","8,494.27",0.52%,,,
10/22/02,"8,534.08","8,543.65","8,303.33","8,450.16",-1.03%,,,
10/21/02,"8,320.74","8,580.13","8,191.87","8,538.24",2.59%,,,
10/18/02,"8,287.72","8,383.16","8,115.72","8,322.40",0.57%,,,
10/17/02,"8,038.31","8,396.06","8,125.15","8,275.04",2.97%,,,
10/16/02,"8,232.10","8,232.03","7,958.35","8,036.03",-2.66%,,,
10/15/02,"7,883.23","8,304.58","8,029.16","8,255.68",4.80%,,,
10/14/02,"7,848.21","7,948.91","7,725.23","7,877.40",0.35%,,,
10/11/02,"7,540.74","7,919.57","7,616.21","7,850.29",4.20%,,,
10/10/02,"7,286.34","7,588.25","7,177.66","7,533.95",3.40%,,,
10/9/02,"7,499.96","7,495.32","7,215.39","7,286.27",-2.87%,,,
10/8/02,"7,425.82","7,680.57","7,294.53","7,501.49",1.06%,,,
10/7/02,"7,528.68","7,685.42","7,368.46","7,422.84",-1.40%,,,
10/4/02,"7,719.34","7,817.06","7,428.32","7,528.40",-2.45%,,,
10/3/02,"7,753.46","7,943.64","7,638.47","7,717.19",-0.50%,,,
10/2/02,"7,936.57","7,996.77","7,696.66","7,755.61",-2.31%,,,
10/1/02,"7,593.04","7,964.24","7,558.36","7,938.79",4.57%,,,
9/30/02,"7,698.81","7,729.54","7,422.26","7,591.93",-1.42%,,,
9/27/02,"7,996.01","7,991.08","7,664.89","7,701.45",-3.70%,,,
9/26/02,"7,844.62","8,086.86","7,800.97","7,997.12",1.98%,,,
9/25/02,"7,687.16","7,939.90","7,641.87","7,841.82",2.07%,,,
9/24/02,"7,871.23","7,893.36","7,606.77","7,683.13",-2.40%,,,
9/23/02,"7,984.77","7,971.87","7,738.07","7,872.15",-1.43%,,,
9/20/02,"7,945.93","8,081.04","7,868.60","7,986.02",0.55%,,,
9/19/02,"8,170.65","8,155.60","7,904.87","7,942.39",-2.82%,,,
9/18/02,"8,203.07","8,283.49","8,013.41","8,172.45",-0.43%,,,
9/17/02,"8,386.35","8,508.61","8,169.89","8,207.55",-2.06%,,,
9/16/02,"8,311.79","8,435.04","8,214.27","8,380.18",0.81%,,,
9/13/02,"8,377.68","8,414.79","8,175.85","8,312.69",-0.80%,,,
9/12/02,"8,574.94","8,553.85","8,334.82","8,379.41",-2.35%,,,
9/11/02,"8,604.27","8,767.82","8,545.11","8,581.17",-0.25%,,,
9/10/02,"8,520.14","8,660.94","8,447.73","8,602.61",0.98%,,,
9/9/02,"8,425.88","8,584.30","8,288.28","8,519.38",1.09%,,,
9/6/02,"8,296.46","8,526.80","8,318.10","8,427.20",1.73%,,,
9/5/02,"8,420.20","8,415.13","8,173.56","8,283.70",-1.68%,,,
9/4/02,"8,308.53","8,495.03","8,216.98","8,425.12",1.41%,,,
9/3/02,"8,659.27","8,577.22","8,282.87","8,308.05",-4.10%,,,
8/30/02,"8,669.26","8,811.79","8,572.85","8,663.50",-0.09%,,,
8/29/02,"8,690.69","8,769.34","8,514.10","8,670.99",-0.27%,,,
8/28/02,"8,823.93","8,832.18","8,610.79","8,694.09",-1.48%,,,
8/27/02,"8,917.49","9,040.04","8,747.77","8,824.41",-1.06%,,,
8/26/02,"8,873.93","8,981.23","8,723.43","8,919.01",0.52%,,,
8/23/02,"9,051.49","9,040.67","8,806.38","8,872.96",-2.00%,,,
8/22/02,"8,961.18","9,129.10","8,860.34","9,053.64",1.08%,,,
8/21/02,"8,866.14","9,033.52","8,768.51","8,957.23",0.96%,,,
8/20/02,"8,986.50","8,989.69","8,789.13","8,872.07",-1.32%,,,
8/19/02,"8,777.09","9,037.38","8,720.81","8,990.79",2.42%,,,
8/16/02,"8,813.07","8,899.41","8,644.59","8,778.06",-0.45%,,,
8/15/02,"8,745.04","8,914.37","8,620.98","8,818.14",0.86%,,,
8/14/02,"8,479.14","8,778.89","8,295.34","8,743.31",3.08%,,,
8/13/02,"8,683.15","8,801.87","8,445.91","8,482.39",-2.38%,,,
8/12/02,"8,741.92","8,735.14","8,528.15","8,688.89",-0.65%,,,
8/9/02,"8,707.24","8,824.92","8,538.46","8,745.45",0.38%,,,
8/8/02,"8,456.29","8,755.70","8,364.29","8,712.02",3.03%,,,
8/7/02,"8,282.25","8,520.95","8,171.70","8,456.15",2.20%,,,
8/6/02,"8,049.93","8,472.28","8,130.72","8,274.09",2.87%,,,
8/5/02,"8,312.92","8,312.92","8,030.82","8,043.63",-3.24%,,,
8/2/02,"8,504.96","8,508.77","8,203.82","8,313.13",-2.27%,,,
8/1/02,"8,732.58","8,758.40","8,430.68","8,506.62",-2.63%,,,
7/31/02,"8,678.65","8,793.36","8,463.21","8,736.59",0.65%,,,
7/30/02,"8,707.03","8,806.86","8,484.05","8,680.03",-0.37%,,,
7/29/02,"8,267.99","8,749.12","8,357.37","8,711.88",5.41%,,,
7/26/02,"8,192.61","8,350.10","8,039.89","8,264.39",0.95%,,,
7/25/02,"8,185.89","8,390.53","7,893.34","8,186.31",-0.06%,,,
7/24/02,"7,698.46","8,243.07","7,489.54","8,191.29",6.35%,,,
7/23/02,"7,785.55","8,007.91","7,590.75","7,702.34",-1.06%,,,
7/22/02,"8,015.04","8,173.08","7,668.35","7,784.58",-2.93%,,,
7/19/02,"8,406.10","8,356.74","7,940.83","8,019.26",-4.64%,,,
7/18/02,"8,540.47","8,683.84","8,350.72","8,409.49",-1.56%,,,
7/17/02,"8,476.21","8,765.39","8,401.12","8,542.48",0.82%,,,
7/16/02,"8,635.31","8,697.69","8,346.29","8,473.11",-1.92%,,,
7/15/02,"8,681.28","8,720.12","8,217.67","8,639.19",-0.52%,,,
7/12/02,"8,805.33","8,903.00","8,555.15","8,684.53",-1.33%,,,
7/11/02,"8,812.12","8,854.90","8,605.34","8,801.53",-0.14%,,,
7/10/02,"9,098.16","9,188.71","8,772.94","8,813.50",-3.11%,,,
7/9/02,"9,273.38","9,357.35","9,065.90","9,096.09",-1.93%,,,
7/8/02,"9,375.70","9,433.08","9,184.91","9,274.90",-1.12%,,,
7/5/02,"9,061.54","9,399.58","9,116.92","9,379.50",3.58%,,,
7/3/02,"9,006.37","9,135.89","8,833.16","9,054.97",0.52%,,,
7/2/02,"9,239.25","9,185.87","8,918.10","9,007.75",-1.12%,,,
7/1/02,"9,239.25","9,381.37","9,059.60","9,109.79",-1.44%,,,
6/28/02,"9,270.33","9,243.26","9,243.26","9,243.26",-0.29%,,,
6/27/02,"9,122.12","9,342.33","8,992.32","9,269.92",1.64%,,,
6/26/02,"9,108.22","9,207.06","8,831.92","9,120.11",-0.07%,,,
6/25/02,"9,285.56","9,457.38","9,089.16","9,126.82",-1.67%,,,
6/24/02,"9,252.47","9,417.23","9,046.04","9,281.82",0.30%,,,
6/21/02,"9,430.66","9,456.76","9,186.71","9,253.79",-1.89%,,,
6/20/02,"9,561.64","9,628.03","9,390.16","9,431.77",-1.36%,,,
6/19/02,"9,702.00","9,760.18","9,514.29","9,561.57",-1.49%,,,
6/18/02,"9,684.52","9,775.83","9,588.29","9,706.12",0.19%,,,
6/17/02,"9,476.50","9,741.77","9,462.30","9,687.42",2.25%,,,
6/14/02,"9,498.92","9,538.93","9,229.63","9,474.21",-0.30%,,,
6/13/02,"9,612.87","9,671.64","9,454.41","9,502.80",-1.19%,,,
6/12/02,"9,515.12","9,682.37","9,380.82","9,617.71",1.06%,,,
6/11/02,"9,647.62","9,794.17","9,487.91","9,517.26",-1.33%,,,
6/10/02,"9,587.38","9,744.33","9,505.93","9,645.40",0.58%,,,
6/7/02,"9,592.38","9,668.04","9,416.33","9,589.67",-0.36%,,,
6/6/02,"9,795.70","9,820.41","9,558.39","9,624.64",-1.76%,,,
6/5/02,"9,688.53","9,860.91","9,636.82","9,796.80",1.12%,,,
6/4/02,"9,710.34","9,798.74","9,541.36","9,687.84",-0.23%,,,
6/3/02,"9,923.94","10,016.05","9,685.49","9,709.79",-2.17%,,,
5/31/02,"9,915.15","10,074.16","9,865.12","9,925.25",0.14%,,,
5/30/02,"9,915.01","9,995.76","9,769.64","9,911.69",-0.11%,,,
5/29/02,"9,976.94","10,056.31","9,860.42","9,923.04",-0.59%,,,
5/28/02,"10,106.54","10,144.53","9,917.64","9,981.58",-1.21%,,,
5/24/02,"10,211.92","10,255.93","10,054.58","10,104.26",-1.09%,,,
5/23/02,"10,158.30","10,268.87","10,044.20","10,216.08",0.57%,,,
5/22/02,"10,098.58","10,200.78","10,004.41","10,157.88",0.52%,,,
5/21/02,"10,229.08","10,322.15","10,060.46","10,105.71",-1.21%,,,
5/20/02,"10,348.93","10,357.44","10,164.39","10,229.50",-1.19%,,,
5/17/02,"10,291.05","10,400.62","10,209.50","10,353.08",0.62%,,,
5/16/02,"10,242.11","10,374.05","10,168.82","10,289.21",0.44%,,,
5/15/02,"10,288.56","10,382.97","10,152.97","10,243.68",-0.53%,,,
5/14/02,"10,119.34","10,346.58","10,162.31","10,298.14",1.86%,,,
5/13/02,"10,040.25","10,148.68","9,892.80","10,109.66",1.71%,,,
5/10/02,"10,040.25","10,115.19","9,891.07","9,939.92",-0.97%,,,
5/9/02,"10,137.96","10,185.08","9,966.63","10,037.42",-1.03%,,,
5/8/02,"9,847.96","10,203.76","9,914.67","10,141.83",3.10%,,,
5/7/02,"9,810.53","9,985.31","9,749.85","9,836.55",0.29%,,,
5/6/02,"10,005.80","10,081.91","9,780.29","9,808.04",-1.98%,,,
5/3/02,"10,091.73","10,130.97","9,891.49","10,006.63",-0.84%,,,
5/2/02,"10,057.62","10,182.86","9,970.92","10,091.87",0.32%,,,
5/1/02,"9,944.90","10,121.21","9,778.42","10,059.63",1.14%,,,
4/30/02,"9,818.90","10,063.64","9,775.10","9,946.22",1.29%,,,
4/29/02,"9,910.52","10,012.09","9,767.15","9,819.87",-0.92%,,,
4/26/02,"10,037.42","10,127.85","9,875.43","9,910.72",-1.24%,,,
4/25/02,"10,028.70","10,103.64","9,864.09","10,035.06",0.05%,,,
4/24/02,"10,090.07","10,209.64","9,984.00","10,030.43",-0.58%,,,
4/23/02,"10,137.20","10,243.06","10,003.84","10,089.24",-0.47%,,,
4/22/02,"10,256.00","10,299.39","10,056.45","10,136.43",-1.18%,,,
4/19/02,"10,212.69","10,338.83","10,151.52","10,257.11",0.51%,,,
4/18/02,"10,219.47","10,334.67","10,032.09","10,205.28",-0.15%,,,
4/17/02,"10,299.66","10,379.24","10,137.47","10,220.78",-0.78%,,,
4/16/02,"10,100.38","10,379.93","10,131.80","10,301.32",2.06%,,,
4/15/02,"10,189.57","10,261.05","10,037.90","10,093.67",-0.95%,,,
4/12/02,"10,178.57","10,312.26","10,084.12","10,190.82",0.14%,,,
4/11/02,"10,378.89","10,425.87","10,120.12","10,176.08",-1.98%,,,
4/10/02,"10,210.40","10,437.29","10,175.18","10,381.73",1.70%,,,
4/9/02,"10,249.84","10,362.84","10,156.78","10,208.67",-0.39%,,,
4/8/02,"10,258.91","10,300.70","10,049.94","10,249.08",-0.22%,,,
4/5/02,"10,235.80","10,403.66","10,169.79","10,271.64",0.36%,,,
4/4/02,"10,199.54","10,301.53","10,118.10","10,235.17",0.36%,,,
4/3/02,"10,311.81","10,377.09","10,116.02","10,198.29",-1.12%,,,
4/2/02,"10,352.46","10,394.92","10,204.66","10,313.71",-0.47%,,,
4/1/02,"10,402.07","10,434.52","10,226.59","10,362.70",-0.40%,,,
3/28/02,"10,429.68","10,537.48","10,341.59","10,403.94",-0.22%,,,
3/27/02,"10,351.28","10,490.15","10,300.29","10,426.91",0.71%,,,
3/26/02,"10,280.51","10,475.00","10,233.65","10,353.36",0.70%,,,
3/25/02,"10,428.43","10,497.76","10,255.45","10,281.67",-1.40%,,,
3/22/02,"10,477.70","10,537.62","10,324.23","10,427.67",-0.50%,,,
3/21/02,"10,501.99","10,577.82","10,326.99","10,479.84",-0.21%,,,
3/20/02,"10,626.85","10,634.84","10,455.56","10,501.57",-1.26%,,,
3/19/02,"10,578.38","10,722.78","10,530.63","10,635.25",0.54%,,,
3/18/02,"10,608.54","10,707.01","10,488.84","10,577.75",-0.28%,,,
3/15/02,"10,516.45","10,663.69","10,452.10","10,607.23",0.86%,,,
3/14/02,"10,501.29","10,615.74","10,421.17","10,517.14",0.15%,,,
3/13/02,"10,620.17","10,648.68","10,427.67","10,501.85",-1.23%,,,
3/12/02,"10,604.32","10,682.72","10,462.34","10,632.35",0.20%,,,
3/11/02,"10,570.07","10,679.68","10,470.85","10,611.24",0.37%,,,
3/8/02,"10,531.67","10,728.87","10,480.33","10,572.49",0.45%,,,
3/7/02,"10,578.10","10,663.82","10,405.94","10,525.37",-0.46%,,,
3/6/02,"10,431.96","10,637.19","10,393.84","10,574.29",1.35%,,,
3/5/02,"10,591.38","10,639.96","10,349.90","10,433.41",-1.45%,,,
3/4/02,"10,368.10","10,656.50","10,313.01","10,586.82",2.10%,,,
3/1/02,"10,111.04","10,397.09","10,086.51","10,368.86",2.60%,,,
2/28/02,"10,130.28","10,283.89","10,055.34","10,106.13",-0.21%,,,
2/27/02,"10,117.65","10,315.72","10,025.86","10,127.58",0.12%,,,
2/26/02,"10,145.86","10,241.89","9,986.84","10,115.26",-0.30%,,,
2/25/02,"9,969.75","10,204.04","9,934.94","10,145.71",1.78%,,,
2/22/02,"9,834.89","10,032.45","9,726.67","9,968.15",1.36%,,,
2/21/02,"9,933.56","10,072.98","9,788.11","9,834.68",-1.07%,,,
2/20/02,"9,742.37","9,990.78","9,674.91","9,941.17",2.01%,,,
2/19/02,"9,899.24","9,923.39","9,704.03","9,745.14",-1.59%,,,
2/15/02,"10,000.83","10,065.37","9,843.40","9,903.04",-0.99%,,,
2/14/02,"9,989.67","10,092.29","9,905.95","10,001.99",0.12%,,,
2/13/02,"9,856.99","10,056.24","9,839.18","9,989.67",1.28%,,,
2/12/02,"9,880.35","9,943.24","9,766.18","9,863.74",-0.21%,,,
2/11/02,"9,739.81","9,933.07","9,668.34","9,884.78",1.44%,,,
2/8/02,"9,627.65","9,795.38","9,503.52","9,744.24",1.23%,,,
2/7/02,"9,650.97","9,799.67","9,562.12","9,625.44",-0.29%,,,
2/6/02,"9,682.04","9,801.33","9,558.18","9,653.39",-0.33%,,,
2/5/02,"9,684.74","9,842.77","9,553.96","9,685.43",-0.02%,,,
2/4/02,"9,905.46","9,940.96","9,648.55","9,687.09",-2.22%,,,
2/1/02,"9,923.04","10,022.82","9,795.45","9,907.26",-0.13%,,,
1/31/02,"9,763.20","9,963.79","9,701.76","9,920.00",1.61%,,,
1/30/02,"9,619.14","9,821.81","9,443.32","9,762.86",1.50%,,,
1/29/02,"9,865.54","9,952.59","9,576.65","9,618.24",-2.51%,,,
1/28/02,"9,843.05","9,959.44","9,746.66","9,865.75",0.26%,,,
1/25/02,"9,793.23","9,949.54","9,697.47","9,840.08",0.45%,,,
1/24/02,"9,734.21","9,926.71","9,670.99","9,796.07",0.67%,,,
1/23/02,"9,710.96","9,853.64","9,588.49","9,730.96",0.18%,,,
1/22/02,"9,772.34","9,905.26","9,652.01","9,713.80",-0.59%,,,
1/18/02,"9,830.94","9,873.98","9,673.11","9,771.85",-0.79%,,,
1/17/02,"9,712.21","9,910.11","9,684.39","9,850.04",1.42%,,,
1/16/02,"9,916.54","9,923.32","9,661.00","9,712.27",-2.13%,,,
1/15/02,"9,892.73","10,038.94","9,805.33","9,924.15",0.33%,,,
1/14/02,"9,985.38","10,038.87","9,831.98","9,891.42",-0.96%,,,
1/11/02,"10,069.52","10,163.77","9,938.12","9,987.53",-0.80%,,,
1/10/02,"10,092.50","10,174.91","9,956.67","10,067.86",-0.26%,,,
1/9/02,"10,153.18","10,311.98","10,049.25","10,094.09",-0.56%,,,
1/8/02,"10,195.76","10,270.53","10,063.43","10,150.55",-0.46%,,,
1/7/02,"10,261.33","10,345.40","10,137.61","10,197.05",-0.61%,,,
1/4/02,"10,176.84","10,341.87","10,132.14","10,259.74",0.86%,,,
1/3/02,"10,073.88","10,227.36","10,002.54","10,172.14",0.98%,,,
1/2/02,"10,021.71","10,125.85","9,889.69","10,073.40",0.52%,,,
12/31/01,"10,136.36","10,178.71","10,002.96","10,021.50",-1.14%,,,
12/28/01,"10,133.94","10,220.78","10,067.17","10,136.99",0.06%,,,
12/27/01,"10,088.71","10,187.71","10,036.10","10,131.31",0.43%,,,
12/26/01,"10,035.55","10,203.28","10,014.10","10,088.14",0.53%,,,
12/24/01,"10,036.59","10,114.91","9,987.39","10,035.34",0.00%,,,
12/21/01,"9,986.84","10,148.13","9,935.70","10,035.34",0.50%,,,
12/20/01,"10,064.13","10,076.03","9,985.18","9,985.18",-0.85%,,,
12/19/01,"9,994.59","10,142.95","9,876.96","10,070.49",0.72%,,,
12/18/01,"9,893.22","10,066.27","9,876.19","9,998.39",1.08%,,,
12/17/01,"9,809.42","9,996.25","9,747.77","9,891.97",0.82%,,,
12/14/01,"9,764.72","9,888.44","9,661.14","9,811.15",0.46%,,,
12/13/01,"9,889.13","9,927.95","9,691.30","9,766.45",-1.30%,,,
12/12/01,"9,887.27","9,919.72","9,806.10","9,894.81",0.07%,,,
12/11/01,"9,925.60","10,063.98","9,794.48","9,888.37",-0.33%,,,
12/10/01,"10,047.04","10,123.78","9,868.03","9,921.45",-1.27%,,,
12/7/01,"10,099.14","10,160.24","9,938.54","10,049.46",-0.49%,,,
12/6/01,"10,113.53","10,220.23","9,997.98","10,099.14",-0.15%,,,
12/5/01,"9,891.35","10,195.59","9,875.92","10,114.29",2.23%,,,
12/4/01,"9,765.55","9,937.29","9,700.24","9,893.84",1.33%,,,
12/3/01,"9,848.93","9,861.94","9,651.87","9,763.96",-0.89%,,,
11/30/01,"9,828.80","9,945.80","9,752.26","9,851.56",0.23%,,,
11/29/01,"9,710.34","9,873.29","9,629.72","9,829.42",1.21%,,,
11/28/01,"9,867.06","9,889.13","9,662.80","9,711.86",-1.63%,,,
11/27/01,"9,980.33","10,021.48","9,776.07","9,872.60",-1.10%,,,
11/26/01,"9,961.58","10,054.58","9,862.22","9,982.75",0.23%,,,
11/23/01,"9,833.09","9,983.24","9,804.37","9,959.71",1.27%,,,
11/21/01,"9,894.19","9,932.31","9,746.45","9,834.68",-0.67%,,,
11/20/01,"9,968.64","10,023.37","9,825.06","9,901.38",-0.75%,,,
11/19/01,"9,870.45","10,040.46","9,826.96","9,976.46",1.11%,,,
11/16/01,"9,871.51","9,967.94","9,754.07","9,866.99",-0.05%,,,
11/15/01,"9,824.65","9,967.46","9,745.43","9,872.39",0.50%,,,
11/14/01,"9,751.13","9,943.18","9,683.97","9,823.61",0.75%,,,
11/13/01,"9,551.43","9,811.29","9,592.43","9,750.95",2.06%,,,
11/12/01,"9,606.13","9,642.25","9,347.76","9,554.37",-0.56%,,,
11/9/01,"9,586.96","9,692.35","9,478.75","9,608.00",0.21%,,,
11/8/01,"9,558.39","9,765.00","9,506.91","9,587.52",0.35%,,,
11/7/01,"9,584.68","9,695.67","9,457.99","9,554.37",-0.38%,,,
11/6/01,"9,437.09","9,627.44","9,315.79","9,591.12",1.59%,,,
11/5/01,"9,326.59","9,534.58","9,329.01","9,441.03",1.26%,,,
11/2/01,"9,264.52","9,406.93","9,152.91","9,323.54",0.64%,,,
11/1/01,"9,087.45","9,320.77","8,987.61","9,263.90",2.08%,,,
10/31/01,"9,123.64","9,281.68","9,018.26","9,075.14",-0.51%,,,
10/30/01,"9,264.52","9,265.34","9,011.96","9,121.98",-1.59%,,,
10/29/01,"9,543.37","9,521.58","9,232.83","9,269.50",-2.89%,,,
10/26/01,"9,462.28","9,626.54","9,369.35","9,545.17",0.87%,,,
10/25/01,"9,342.29","9,491.48","9,143.09","9,462.90",1.25%,,,
10/24/01,"9,341.40","9,456.40","9,218.29","9,345.62",0.06%,,,
10/23/01,"9,379.17","9,499.78","9,249.02","9,340.08",-0.39%,,,
10/22/01,"9,203.91","9,438.75","9,101.08","9,377.03",1.88%,,,
10/19/01,"9,162.81","9,278.36","9,027.74","9,204.11",0.45%,,,
10/18/01,"9,230.75","9,310.33","9,061.02","9,163.22",-0.76%,,,
10/17/01,"9,389.76","9,539.22","9,199.89","9,232.97",-1.61%,,,
10/16/01,"9,346.31","9,479.37","9,239.68","9,384.23",0.39%,,,
10/15/01,"9,340.84","9,417.51","9,181.07","9,347.62",0.04%,,,
10/12/01,"9,409.07","9,426.30","9,146.34","9,344.16",-0.70%,,,
10/11/01,"9,242.63","9,522.61","9,204.73","9,410.45",1.84%,,,
10/10/01,"9,052.30","9,305.97","8,975.15","9,240.86",2.08%,,,
10/9/01,"9,066.56","9,168.42","8,927.34","9,052.44",-0.17%,,,
10/8/01,"9,115.75","9,187.85","8,937.86","9,067.94",-0.57%,,,
10/5/01,"9,058.83","9,208.40","8,894.47","9,119.77",0.65%,,,
10/4/01,"9,127.24","9,259.61","8,982.28","9,060.88",-0.69%,,,
10/3/01,"8,946.02","9,193.32","8,800.99","9,123.78",1.93%,,,
10/2/01,"8,836.69","9,001.03","8,737.61","8,950.59",1.29%,,,
10/1/01,"8,845.97","8,931.70","8,659.90","8,836.83",-0.12%,,,
9/28/01,"8,679.07","8,937.58","8,633.75","8,847.56",1.91%,,,
9/27/01,"8,567.46","8,757.47","8,398.14","8,681.42",1.33%,,,
9/26/01,"8,660.06","8,766.81","8,457.37","8,567.39",-1.07%,,,
9/25/01,"8,605.59","8,778.23","8,435.56","8,659.97",0.65%,,,
9/24/01,"8,242.32","8,733.39","8,359.26","8,603.86",4.47%,,,
9/21/01,"8,356.56","8,484.22","7,926.93","8,235.81",-1.68%,,,
9/20/01,"8,748.61","8,711.38","8,304.45","8,376.21",-4.37%,,,
9/19/01,"8,903.54","8,990.37","8,453.01","8,759.13",-1.62%,,,
9/18/01,"8,922.70","9,126.89","8,743.91","8,903.40",-0.19%,,,
9/17/01,"9,580.32","9,294.55","8,755.46","8,920.70",-7.13%,,,
9/10/01,"9,603.36","9,740.44","9,431.07","9,605.51",0.00%,,,
9/7/01,"9,841.25","9,824.78","9,507.04","9,605.85",-2.39%,,,
